  DATA CHANNELS:                                            
         ch      emin -        emax         data    +-      
       6182    6225.23    6226.24     0.74130E-04     0.48202E-06
       6183    6226.24    6227.26     0.75413E-04     0.48629E-06
       6184    6227.26    6228.27     0.74527E-04     0.48331E-06
       6185    6228.27    6229.29     0.73679E-04     0.47828E-06
       6186    6229.29    6230.30     0.74391E-04     0.48287E-06
       6187    6230.30    6231.32     0.74696E-04     0.48397E-06
       6188    6231.32    6232.33     0.74478E-04     0.48314E-06
       6189    6232.33    6233.35     0.75071E-04     0.48277E-06
       6190    6233.35    6234.36     0.73847E-04     0.48110E-06
       6191    6234.36    6235.37     0.75275E-04     0.48584E-06
       6192    6235.37    6236.39     0.75267E-04     0.48569E-06
       6193    6236.39    6237.40     0.75352E-04     0.48367E-06
       6194    6237.40    6238.42     0.75160E-04     0.48535E-06
       6195    6238.42    6239.43     0.74720E-04     0.48403E-06
       6196    6239.43    6240.45     0.74921E-04     0.48457E-06
       6197    6240.45    6241.46     0.74938E-04     0.48234E-06
       6198    6241.46    6242.48     0.75312E-04     0.48583E-06
       6199    6242.48    6243.49     0.75721E-04     0.48727E-06
       6200    6243.49    6244.51     0.76558E-04     0.48984E-06
       6201    6244.51    6245.52     0.75279E-04     0.48343E-06
       6202    6245.52    6246.54     0.75910E-04     0.48775E-06
       6203    6246.54    6247.55     0.75821E-04     0.48758E-06
       6204    6247.55    6248.57     0.75795E-04     0.48738E-06
       6205    6248.57    6249.58     0.74597E-04     0.48123E-06
       6206    6249.58    6250.60     0.75873E-04     0.48763E-06
       6207    6250.60    6251.61     0.75166E-04     0.48547E-06
       6208    6251.61    6252.63     0.74527E-04     0.48340E-06
       6209    6252.63    6253.64     0.74368E-04     0.48277E-06
       6210    6253.64    6254.66     0.74488E-04     0.48076E-06
       6211    6254.66    6255.67     0.74281E-04     0.48260E-06
       6212    6255.67    6256.69     0.74407E-04     0.48300E-06
       6213    6256.69    6257.70     0.74696E-04     0.48383E-06
       6214    6257.70    6258.72     0.74404E-04     0.48060E-06
       6215    6258.72    6259.73     0.74413E-04     0.48291E-06
       6216    6259.73    6260.75     0.74053E-04     0.48173E-06
       6217    6260.75    6261.76     0.74452E-04     0.48315E-06
       6218    6261.76    6262.78     0.73755E-04     0.47849E-06
       6219    6262.78    6263.79     0.74985E-04     0.48476E-06
       6220    6263.79    6264.81     0.75047E-04     0.48507E-06
       6221    6264.81    6265.82     0.74390E-04     0.48282E-06
       6222    6265.82    6266.84     0.73079E-04     0.47630E-06
       6223    6266.84    6267.85     0.74458E-04     0.48304E-06
       6224    6267.85    6268.87     0.74414E-04     0.48302E-06
       6225    6268.87    6269.88     0.74410E-04     0.48289E-06
       6226    6269.88    6270.90     0.73221E-04     0.47675E-06
       6227    6270.90    6271.91     0.74497E-04     0.48317E-06
       6228    6271.91    6272.93     0.75009E-04     0.48494E-06
       6229    6272.93    6273.94     0.74082E-04     0.48182E-06
       6230    6273.94    6274.96     0.73071E-04     0.47625E-06
       6231    6274.96    6275.97     0.75279E-04     0.48569E-06
       6232    6275.97    6276.99     0.74065E-04     0.48188E-06
       6233    6276.99    6278.00     0.74670E-04     0.48372E-06
       6234    6278.00    6279.02     0.73663E-04     0.47817E-06
       6235    6279.02    6280.03     0.74901E-04     0.48447E-06
       6236    6280.03    6281.05     0.74442E-04     0.48309E-06
       6237    6281.05    6282.06     0.74033E-04     0.48165E-06
       6238    6282.06    6283.08     0.73770E-04     0.47852E-06
       6239    6283.08    6284.09     0.74365E-04     0.48273E-06
       6240    6284.09    6285.11     0.74814E-04     0.48430E-06
       6241    6285.11    6286.12     0.74232E-04     0.48229E-06
       6242    6286.12    6287.14     0.73015E-04     0.47606E-06
       6243    6287.14    6288.15     0.74206E-04     0.48221E-06
       6244    6288.15    6289.17     0.74377E-04     0.48288E-06
       6245    6289.17    6290.18     0.74923E-04     0.48452E-06
       6246    6290.18    6291.20     0.73649E-04     0.47812E-06
       6247    6291.20    6292.21     0.75361E-04     0.48594E-06
       6248    6292.21    6293.23     0.75207E-04     0.48555E-06
       6249    6293.23    6294.24     0.74471E-04     0.48305E-06
       6250    6294.24    6295.26     0.74742E-04     0.48406E-06
       6251    6295.26    6296.27     0.73472E-04     0.47743E-06
       6252    6296.27    6297.29     0.74217E-04     0.48235E-06
       6253    6297.29    6298.30     0.74432E-04     0.48293E-06
       6254    6298.30    6299.32     0.73311E-04     0.47939E-06
       6255    6299.32    6300.33     0.74217E-04     0.47995E-06
       6256    6300.33    6301.35     0.74368E-04     0.48272E-06
       6257    6301.35    6302.36     0.75305E-04     0.48574E-06
       6258    6302.36    6303.38     0.74645E-04     0.48373E-06
       6259    6303.38    6304.39     0.73522E-04     0.47758E-06
       6260    6304.39    6305.41     0.74481E-04     0.48320E-06
       6261    6305.41    6306.42     0.75334E-04     0.48595E-06
       6262    6306.42    6307.44     0.74159E-04     0.48203E-06
       6263    6307.44    6308.45     0.73431E-04     0.47728E-06
       6264    6308.45    6309.47     0.75147E-04     0.48535E-06
       6265    6309.47    6310.48     0.74807E-04     0.48413E-06
       6266    6310.48    6311.50     0.74803E-04     0.48423E-06
       6267    6311.50    6312.51     0.73841E-04     0.47872E-06
       6268    6312.51    6313.53     0.74869E-04     0.48433E-06
       6269    6313.53    6314.54     0.74835E-04     0.48433E-06
       6270    6314.54    6315.56     0.74395E-04     0.48279E-06
       6271    6315.56    6316.57     0.73227E-04     0.47661E-06
       6272    6316.57    6317.59     0.74775E-04     0.48414E-06
       6273    6317.59    6318.60     0.74480E-04     0.48318E-06
       6274    6318.60    6319.62     0.74413E-04     0.48284E-06
       6275    6319.62    6320.64     0.74316E-04     0.48025E-06
       6276    6320.64    6321.65     0.75784E-04     0.48727E-06
       6277    6321.65    6322.67     0.75636E-04     0.48690E-06
       6278    6322.67    6323.68     0.74944E-04     0.48455E-06
       6279    6323.68    6324.70     0.74215E-04     0.47992E-06
       6280    6324.70    6325.71     0.74831E-04     0.48419E-06
       6281    6325.71    6326.73     0.74640E-04     0.48369E-06
       6282    6326.73    6327.74     0.73884E-04     0.48111E-06
       6283    6327.74    6328.76     0.73407E-04     0.47729E-06
       6284    6328.76    6329.77     0.74450E-04     0.48295E-06
       6285    6329.77    6330.79     0.73928E-04     0.48137E-06
       6286    6330.79    6331.80     0.73873E-04     0.48107E-06
       6287    6331.80    6332.82     0.73478E-04     0.47752E-06
       6288    6332.82    6333.83     0.74946E-04     0.48456E-06
       6289    6333.83    6334.85     0.74415E-04     0.48295E-06
       6290    6334.85    6335.86     0.73918E-04     0.48121E-06
       6291    6335.86    6336.88     0.74252E-04     0.48242E-06
       6292    6336.88    6337.89     0.72798E-04     0.47518E-06
       6293    6337.89    6338.91     0.74483E-04     0.48317E-06
       6294    6338.91    6339.92     0.73764E-04     0.48071E-06
       6295    6339.92    6340.94     0.73213E-04     0.47902E-06
       6296    6340.94    6341.96     0.74025E-04     0.47916E-06
       6297    6341.96    6342.97     0.74886E-04     0.48447E-06
       6298    6342.97    6343.99     0.74151E-04     0.48196E-06
       6299    6343.99    6345.00     0.73961E-04     0.48146E-06
       6300    6345.00    6346.02     0.73525E-04     0.47754E-06
       6301    6346.02    6347.03     0.74317E-04     0.48262E-06
       6302    6347.03    6348.05     0.74121E-04     0.48186E-06
       6303    6348.05    6349.06     0.75536E-04     0.48656E-06
       6304    6349.06    6350.08     0.73448E-04     0.47730E-06
       6305    6350.08    6351.09     0.74118E-04     0.48197E-06
       6306    6351.09    6352.11     0.74530E-04     0.48319E-06
       6307    6352.11    6353.12     0.74675E-04     0.48377E-06
       6308    6353.12    6354.14     0.73525E-04     0.47753E-06
       6309    6354.14    6355.15     0.73778E-04     0.48086E-06
       6310    6355.15    6356.17     0.74268E-04     0.48233E-06
       6311    6356.17    6357.19     0.74235E-04     0.48234E-06
       6312    6357.19    6358.20     0.74116E-04     0.47945E-06
       6313    6358.20    6359.22     0.74109E-04     0.48193E-06
       6314    6359.22    6360.23     0.73053E-04     0.47837E-06
       6315    6360.23    6361.25     0.74237E-04     0.48234E-06
       6316    6361.25    6362.26     0.73677E-04     0.47802E-06
       6317    6362.26    6363.28     0.74224E-04     0.48230E-06
       6318    6363.28    6364.29     0.74958E-04     0.48456E-06
       6319    6364.29    6365.31     0.74183E-04     0.48217E-06
       6320    6365.31    6366.32     0.73149E-04     0.47630E-06
       6321    6366.32    6367.34     0.73530E-04     0.48003E-06
       6322    6367.34    6368.35     0.73110E-04     0.47866E-06
       6323    6368.35    6369.37     0.74691E-04     0.48369E-06
       6324    6369.37    6370.39     0.73781E-04     0.48073E-06
       6325    6370.39    6371.40     0.73220E-04     0.47664E-06
       6326    6371.40    6372.42     0.74845E-04     0.48430E-06
       6327    6372.42    6373.43     0.74423E-04     0.48281E-06
       6328    6373.43    6374.45     0.73656E-04     0.47805E-06
       6329    6374.45    6375.46     0.75109E-04     0.48503E-06
       6330    6375.46    6376.48     0.74101E-04     0.48188E-06
       6331    6376.48    6377.49     0.74713E-04     0.48375E-06
       6332    6377.49    6378.51     0.74282E-04     0.48248E-06
       6333    6378.51    6379.52     0.72694E-04     0.47480E-06
       6334    6379.52    6380.54     0.73513E-04     0.47996E-06
       6335    6380.54    6381.56     0.74417E-04     0.48279E-06
       6336    6381.56    6382.57     0.74259E-04     0.48239E-06
       6337    6382.57    6383.59     0.73053E-04     0.47597E-06
       6338    6383.59    6384.60     0.74427E-04     0.48294E-06
       6339    6384.60    6385.62     0.73955E-04     0.48129E-06
       6340    6385.62    6386.63     0.74125E-04     0.48195E-06
       6341    6386.63    6387.65     0.72661E-04     0.47468E-06
       6342    6387.65    6388.66     0.74639E-04     0.48362E-06
       6343    6388.66    6389.68     0.73894E-04     0.48108E-06
       6344    6389.68    6390.69     0.74036E-04     0.48166E-06
       6345    6390.69    6391.71     0.73708E-04     0.47808E-06
       6346    6391.71    6392.73     0.74835E-04     0.48424E-06
       6347    6392.73    6393.74     0.73279E-04     0.47907E-06
       6348    6393.74    6394.76     0.75129E-04     0.48519E-06
       6349    6394.76    6395.77     0.73477E-04     0.47734E-06
       6350    6395.77    6396.79     0.74448E-04     0.48299E-06
       6351    6396.79    6397.80     0.74164E-04     0.48196E-06
       6352    6397.80    6398.82     0.73598E-04     0.48022E-06
       6353    6398.82    6399.83     0.73777E-04     0.47830E-06
       6354    6399.83    6400.85     0.73371E-04     0.47948E-06
       6355    6400.85    6401.87     0.74097E-04     0.48173E-06
       6356    6401.87    6402.88     0.73787E-04     0.48084E-06
       6357    6402.88    6403.90     0.73207E-04     0.47645E-06
       6358    6403.90    6404.91     0.73480E-04     0.47983E-06
       6359    6404.91    6405.93     0.73354E-04     0.47930E-06
       6360    6405.93    6406.94     0.74213E-04     0.48221E-06
       6361    6406.94    6407.96     0.73451E-04     0.47724E-06
       6362    6407.96    6408.97     0.74384E-04     0.48277E-06
       6363    6408.97    6409.99     0.74019E-04     0.48146E-06
       6364    6409.99    6411.01     0.75173E-04     0.48532E-06
       6365    6411.01    6412.02     0.73367E-04     0.47934E-06
       6366    6412.02    6413.04     0.72812E-04     0.47527E-06
       6367    6413.04    6414.05     0.73930E-04     0.48117E-06
       6368    6414.05    6415.07     0.74251E-04     0.48233E-06
       6369    6415.07    6416.08     0.73370E-04     0.47708E-06
       6370    6416.08    6417.10     0.73957E-04     0.48126E-06
       6371    6417.10    6418.11     0.74233E-04     0.48215E-06
       6372    6418.11    6419.13     0.73907E-04     0.48121E-06
       6373    6419.13    6420.15     0.73383E-04     0.47938E-06
       6374    6420.15    6421.16     0.73632E-04     0.47792E-06
       6375    6421.16    6422.18     0.74578E-04     0.48338E-06
       6376    6422.18    6423.19     0.73445E-04     0.47958E-06
       6377    6423.19    6424.21     0.74324E-04     0.48245E-06
       6378    6424.21    6425.22     0.72970E-04     0.47577E-06
       6379    6425.22    6426.24     0.74057E-04     0.48158E-06
       6380    6426.24    6427.26     0.74075E-04     0.48174E-06
       6381    6427.26    6428.27     0.74255E-04     0.48233E-06
       6382    6428.27    6429.29     0.72864E-04     0.47530E-06
       6383    6429.29    6430.30     0.73985E-04     0.48145E-06
       6384    6430.30    6431.32     0.74034E-04     0.48149E-06
       6385    6431.32    6432.33     0.73711E-04     0.48044E-06
       6386    6432.33    6433.35     0.72879E-04     0.47546E-06
       6387    6433.35    6434.37     0.74595E-04     0.48343E-06
       6388    6434.37    6435.38     0.73838E-04     0.48085E-06
       6389    6435.38    6436.40     0.74112E-04     0.48185E-06
       6390    6436.40    6437.41     0.72654E-04     0.47461E-06
       6391    6437.41    6438.43     0.74521E-04     0.48318E-06
       6392    6438.43    6439.44     0.73949E-04     0.48121E-06
       6393    6439.44    6440.46     0.74550E-04     0.48327E-06
       6394    6440.46    6441.48     0.72153E-04     0.47296E-06
       6395    6441.48    6442.49     0.74715E-04     0.48381E-06
       6396    6442.49    6443.51     0.73297E-04     0.47907E-06
       6397    6443.51    6444.52     0.73272E-04     0.47911E-06
       6398    6444.52    6445.54     0.73603E-04     0.47769E-06
       6399    6445.54    6446.55     0.74080E-04     0.48174E-06
       6400    6446.55    6447.57     0.73079E-04     0.47836E-06
       6401    6447.57    6448.59     0.74352E-04     0.48262E-06
       6402    6448.59    6449.60     0.72247E-04     0.47326E-06
       6403    6449.60    6450.62     0.74016E-04     0.48153E-06
       6404    6450.62    6451.63     0.73354E-04     0.47925E-06
       6405    6451.63    6452.65     0.73909E-04     0.48118E-06
       6406    6452.65    6453.67     0.73497E-04     0.47972E-06
       6407    6453.67    6454.68     0.72913E-04     0.47555E-06
       6408    6454.68    6455.70     0.73145E-04     0.47857E-06
       6409    6455.70    6456.71     0.74275E-04     0.48236E-06
       6410    6456.71    6457.73     0.73292E-04     0.47904E-06
       6411    6457.73    6458.74     0.72843E-04     0.47532E-06
       6412    6458.74    6459.76     0.73574E-04     0.47996E-06
       6413    6459.76    6460.78     0.73584E-04     0.48011E-06
       6414    6460.78    6461.79     0.73469E-04     0.47962E-06
       6415    6461.79    6462.81     0.73335E-04     0.47692E-06
       6416    6462.81    6463.82     0.74401E-04     0.48265E-06
       6417    6463.82    6464.84     0.73704E-04     0.48050E-06
       6418    6464.84    6465.86     0.72642E-04     0.47691E-06
       6419    6465.86    6466.87     0.73291E-04     0.47677E-06
       6420    6466.87    6467.89     0.73668E-04     0.48026E-06
       6421    6467.89    6468.90     0.73847E-04     0.48096E-06
       6422    6468.90    6469.92     0.74112E-04     0.48170E-06
       6423    6469.92    6470.93     0.73894E-04     0.47872E-06
       6424    6470.93    6471.95     0.74052E-04     0.48151E-06
       6425    6471.95    6472.97     0.74344E-04     0.48257E-06
       6426    6472.97    6473.98     0.72648E-04     0.47692E-06
       6427    6473.98    6475.00     0.73304E-04     0.47680E-06
       6428    6475.00    6476.01     0.73443E-04     0.47952E-06
       6429    6476.01    6477.03     0.74167E-04     0.48199E-06
       6430    6477.03    6478.05     0.73976E-04     0.48136E-06
       6431    6478.05    6479.06     0.72532E-04     0.47416E-06
       6432    6479.06    6480.08     0.74133E-04     0.48176E-06
       6433    6480.08    6481.09     0.73646E-04     0.48029E-06
       6434    6481.09    6482.11     0.73874E-04     0.48104E-06
       6435    6482.11    6483.13     0.72376E-04     0.47365E-06
       6436    6483.13    6484.14     0.74099E-04     0.48176E-06
       6437    6484.14    6485.16     0.73555E-04     0.47988E-06
       6438    6485.16    6486.17     0.73771E-04     0.48058E-06
       6439    6486.17    6487.19     0.72682E-04     0.47477E-06
       6440    6487.19    6488.21     0.72870E-04     0.47774E-06
       6441    6488.21    6489.22     0.73773E-04     0.48058E-06
       6442    6489.22    6490.24     0.73526E-04     0.47989E-06
       6443    6490.24    6491.25     0.73550E-04     0.47985E-06
       6444    6491.25    6492.27     0.73440E-04     0.47722E-06
       6445    6492.27    6493.28     0.73249E-04     0.47886E-06
       6446    6493.28    6494.30     0.73538E-04     0.47992E-06
       6447    6494.30    6495.32     0.73499E-04     0.47967E-06
       6448    6495.32    6496.33     0.72701E-04     0.47481E-06
       6449    6496.33    6497.35     0.73686E-04     0.48029E-06
       6450    6497.35    6498.36     0.73559E-04     0.47999E-06
       6451    6498.36    6499.38     0.73460E-04     0.47955E-06
       6452    6499.38    6500.40     0.73589E-04     0.47770E-06
       6453    6500.40    6501.41     0.72881E-04     0.47765E-06
       6454    6501.41    6502.43     0.73467E-04     0.47968E-06
       6455    6502.43    6503.44     0.74153E-04     0.48180E-06
       6456    6503.44    6504.46     0.72949E-04     0.47561E-06
       6457    6504.46    6505.48     0.73746E-04     0.48048E-06
       6458    6505.48    6506.49     0.73618E-04     0.48018E-06
       6459    6506.49    6507.51     0.73216E-04     0.47874E-06
       6460    6507.51    6508.53     0.72693E-04     0.47478E-06
       6461    6508.53    6509.54     0.73588E-04     0.47995E-06
       6462    6509.54    6510.56     0.73636E-04     0.48023E-06
       6463    6510.56    6511.57     0.73293E-04     0.47899E-06
       6464    6511.57    6512.59     0.73042E-04     0.47591E-06
       6465    6512.59    6513.61     0.73057E-04     0.47821E-06
       6466    6513.61    6514.62     0.73512E-04     0.47982E-06
       6467    6514.62    6515.64     0.74187E-04     0.48190E-06
       6468    6515.64    6516.65     0.73600E-04     0.47771E-06
       6469    6516.65    6517.67     0.71694E-04     0.47373E-06
       6470    6517.67    6518.69     0.73799E-04     0.48075E-06
       6471    6518.69    6519.70     0.73922E-04     0.48103E-06
       6472    6519.70    6520.72     0.72026E-04     0.47258E-06
       6473    6520.72    6521.73     0.73737E-04     0.48043E-06
       6474    6521.73    6522.75     0.73415E-04     0.47949E-06
       6475    6522.75    6523.77     0.72926E-04     0.47777E-06
       6476    6523.77    6524.78     0.73082E-04     0.47602E-06
       6477    6524.78    6525.80     0.74023E-04     0.48136E-06
       6478    6525.80    6526.82     0.73476E-04     0.47968E-06
       6479    6526.82    6527.83     0.73387E-04     0.47928E-06
       6480    6527.83    6528.85     0.72935E-04     0.47554E-06
       6481    6528.85    6529.86     0.73290E-04     0.47896E-06
       6482    6529.86    6530.88     0.72771E-04     0.47737E-06
       6483    6530.88    6531.90     0.73269E-04     0.47900E-06
       6484    6531.90    6532.91     0.72751E-04     0.47719E-06
       6485    6532.91    6533.93     0.72928E-04     0.47540E-06
       6486    6533.93    6534.94     0.73377E-04     0.47935E-06
       6487    6534.94    6535.96     0.73488E-04     0.47959E-06
       6488    6535.96    6536.98     0.73276E-04     0.47902E-06
       6489    6536.98    6537.99     0.72823E-04     0.47517E-06
       6490    6537.99    6539.01     0.73484E-04     0.47958E-06
       6491    6539.01    6540.03     0.73377E-04     0.47923E-06
       6492    6540.03    6541.04     0.73190E-04     0.47874E-06
       6493    6541.04    6542.06     0.72272E-04     0.47325E-06
       6494    6542.06    6543.07     0.73023E-04     0.47819E-06
       6495    6543.07    6544.09     0.73192E-04     0.47874E-06
       6496    6544.09    6545.11     0.73297E-04     0.47897E-06
       6497    6545.11    6546.12     0.72789E-04     0.47505E-06
       6498    6546.12    6547.14     0.72827E-04     0.47742E-06
       6499    6547.14    6548.16     0.72828E-04     0.47754E-06
       6500    6548.16    6549.17     0.73533E-04     0.47973E-06
       6501    6549.17    6550.19     0.72217E-04     0.47317E-06
       6502    6550.19    6551.20     0.72979E-04     0.47792E-06
       6503    6551.20    6552.22     0.73559E-04     0.47992E-06
       6504    6552.22    6553.24     0.73836E-04     0.48071E-06
       6505    6553.24    6554.25     0.72393E-04     0.47374E-06
       6506    6554.25    6555.27     0.73241E-04     0.47877E-06
       6507    6555.27    6556.29     0.73088E-04     0.47839E-06
       6508    6556.29    6557.30     0.72358E-04     0.47587E-06
       6509    6557.30    6558.32     0.72215E-04     0.47315E-06
       6510    6558.32    6559.33     0.73449E-04     0.47944E-06
       6511    6559.33    6560.35     0.72444E-04     0.47627E-06
       6512    6560.35    6561.37     0.72894E-04     0.47763E-06
       6513    6561.37    6562.38     0.72647E-04     0.47457E-06
       6514    6562.38    6563.40     0.72809E-04     0.47735E-06
       6515    6563.40    6564.42     0.73038E-04     0.47821E-06
       6516    6564.42    6565.43     0.72186E-04     0.47529E-06
       6517    6565.43    6566.45     0.73399E-04     0.47701E-06
       6518    6566.45    6567.46     0.73872E-04     0.48081E-06
       6519    6567.46    6568.48     0.72207E-04     0.47548E-06
       6520    6568.48    6569.50     0.72028E-04     0.47477E-06
       6521    6569.50    6570.51     0.73048E-04     0.47586E-06
       6522    6570.51    6571.53     0.72247E-04     0.47549E-06
       6523    6571.53    6572.55     0.73264E-04     0.47895E-06
       6524    6572.55    6573.56     0.72999E-04     0.47796E-06
       6525    6573.56    6574.58     0.72101E-04     0.47512E-06
       6526    6574.58    6575.60     0.72078E-04     0.47257E-06
       6527    6575.60    6576.61     0.73306E-04     0.47908E-06
       6528    6576.61    6577.63     0.73251E-04     0.47877E-06
       6529    6577.63    6578.64     0.71959E-04     0.47465E-06
       6530    6578.64    6579.66     0.72371E-04     0.47353E-06
       6531    6579.66    6580.68     0.73753E-04     0.48053E-06
       6532    6580.68    6581.69     0.72956E-04     0.47781E-06
       6533    6581.69    6582.71     0.72754E-04     0.47725E-06
       6534    6582.71    6583.73     0.71803E-04     0.47166E-06
       6535    6583.73    6584.74     0.73143E-04     0.47853E-06
       6536    6584.74    6585.76     0.72576E-04     0.47656E-06
       6537    6585.76    6586.78     0.72780E-04     0.47734E-06
       6538    6586.78    6587.79     0.72842E-04     0.47505E-06
       6539    6587.79    6588.81     0.73500E-04     0.47969E-06
       6540    6588.81    6589.83     0.73648E-04     0.48006E-06
       6541    6589.83    6590.84     0.73270E-04     0.47894E-06
       6542    6590.84    6591.86     0.72001E-04     0.47230E-06
       6543    6591.86    6592.87     0.72740E-04     0.47720E-06
       6544    6592.87    6593.89     0.72699E-04     0.47707E-06
       6545    6593.89    6594.91     0.73449E-04     0.47940E-06
       6546    6594.91    6595.92     0.71610E-04     0.47101E-06
       6547    6595.92    6596.94     0.73897E-04     0.48098E-06
       6548    6596.94    6597.96     0.73186E-04     0.47866E-06
       6549    6597.96    6598.97     0.72290E-04     0.47561E-06
       6550    6598.97    6599.99     0.72188E-04     0.47302E-06
       6551    6599.99    6601.01     0.72871E-04     0.47751E-06
       6552    6601.01    6602.02     0.73215E-04     0.47863E-06
       6553    6602.02    6603.04     0.73572E-04     0.47991E-06
       6554    6603.04    6604.06     0.71970E-04     0.47230E-06
       6555    6604.06    6605.07     0.72639E-04     0.47674E-06
       6556    6605.07    6606.09     0.72942E-04     0.47785E-06
       6557    6606.09    6607.11     0.73047E-04     0.47808E-06
       6558    6607.11    6608.12     0.72195E-04     0.47303E-06
       6559    6608.12    6609.14     0.73028E-04     0.47801E-06
       6560    6609.14    6610.15     0.73276E-04     0.47894E-06
       6561    6610.15    6611.17     0.71597E-04     0.47330E-06
       6562    6611.17    6612.19     0.72293E-04     0.47335E-06
       6563    6612.19    6613.20     0.72410E-04     0.47598E-06
       6564    6613.20    6614.22     0.72786E-04     0.47733E-06
       6565    6614.22    6615.24     0.73180E-04     0.47850E-06
       6566    6615.24    6616.25     0.72854E-04     0.47755E-06
       6567    6616.25    6617.27     0.72748E-04     0.47472E-06
       6568    6617.27    6618.29     0.73389E-04     0.47930E-06
       6569    6618.29    6619.30     0.73171E-04     0.47847E-06
       6570    6619.30    6620.32     0.73294E-04     0.47899E-06
       6571    6620.32    6621.34     0.71669E-04     0.47118E-06
       6572    6621.34    6622.35     0.72408E-04     0.47608E-06
       6573    6622.35    6623.37     0.72597E-04     0.47658E-06
       6574    6623.37    6624.39     0.73152E-04     0.47852E-06
       6575    6624.39    6625.40     0.72166E-04     0.47281E-06
       6576    6625.40    6626.42     0.72641E-04     0.47684E-06
       6577    6626.42    6627.44     0.71902E-04     0.47429E-06
       6578    6627.44    6628.45     0.72330E-04     0.47582E-06
       6579    6628.45    6629.47     0.72186E-04     0.47287E-06
       6580    6629.47    6630.49     0.72686E-04     0.47699E-06
       6581    6630.49    6631.50     0.73061E-04     0.47810E-06
       6582    6631.50    6632.52     0.72732E-04     0.47713E-06
       6583    6632.52    6633.54     0.72436E-04     0.47368E-06
       6584    6633.54    6634.55     0.72451E-04     0.47620E-06
       6585    6634.55    6635.57     0.72534E-04     0.47636E-06
       6586    6635.57    6636.59     0.72632E-04     0.47679E-06
       6587    6636.59    6637.60     0.71989E-04     0.47221E-06
       6588    6637.60    6638.62     0.72906E-04     0.47769E-06
       6589    6638.62    6639.64     0.72583E-04     0.47652E-06
       6590    6639.64    6640.65     0.72965E-04     0.47789E-06
       6591    6640.65    6641.67     0.71770E-04     0.47149E-06
       6592    6641.67    6642.69     0.72301E-04     0.47571E-06
       6593    6642.69    6643.70     0.73410E-04     0.47922E-06
       6594    6643.70    6644.72     0.72294E-04     0.47568E-06
       6595    6644.72    6645.74     0.72146E-04     0.47272E-06
       6596    6645.74    6646.75     0.73044E-04     0.47814E-06
       6597    6646.75    6647.77     0.72656E-04     0.47687E-06
       6598    6647.77    6648.79     0.72426E-04     0.47599E-06
       6599    6648.79    6649.80     0.73073E-04     0.47811E-06
       6600    6649.80    6650.82     0.72046E-04     0.47250E-06
       6601    6650.82    6651.84     0.72525E-04     0.47631E-06
       6602    6651.84    6652.85     0.71503E-04     0.47306E-06
       6603    6652.85    6653.87     0.72077E-04     0.47259E-06
       6604    6653.87    6654.89     0.71454E-04     0.47278E-06
       6605    6654.89    6655.90     0.72803E-04     0.47734E-06
       6606    6655.90    6656.92     0.72633E-04     0.47667E-06
       6607    6656.92    6657.94     0.72961E-04     0.47774E-06
       6608    6657.94    6658.95     0.72444E-04     0.47379E-06
       6609    6658.95    6659.97     0.71534E-04     0.47315E-06
       6610    6659.97    6660.99     0.72797E-04     0.47719E-06
       6611    6660.99    6662.00     0.72172E-04     0.47526E-06
       6612    6662.00    6663.02     0.71973E-04     0.47213E-06
       6613    6663.02    6664.04     0.72165E-04     0.47523E-06
       6614    6664.04    6665.06     0.73174E-04     0.47843E-06
       6615    6665.06    6666.07     0.73028E-04     0.47807E-06
       6616    6666.07    6667.09     0.72771E-04     0.47474E-06
       6617    6667.09    6668.11     0.71947E-04     0.47451E-06
       6618    6668.11    6669.12     0.73311E-04     0.47886E-06
       6619    6669.12    6670.14     0.72109E-04     0.47504E-06
       6620    6670.14    6671.16     0.70908E-04     0.46862E-06
       6621    6671.16    6672.17     0.72638E-04     0.47678E-06
       6622    6672.17    6673.19     0.72509E-04     0.47623E-06
       6623    6673.19    6674.21     0.72265E-04     0.47555E-06
       6624    6674.21    6675.22     0.72028E-04     0.47230E-06
       6625    6675.22    6676.24     0.72787E-04     0.47726E-06
       6626    6676.24    6677.26     0.71947E-04     0.47439E-06
       6627    6677.26    6678.27     0.72673E-04     0.47689E-06
       6628    6678.27    6679.29     0.72662E-04     0.47437E-06
       6629    6679.29    6680.31     0.71931E-04     0.47444E-06
       6630    6680.31    6681.32     0.72186E-04     0.47517E-06
       6631    6681.32    6682.34     0.72815E-04     0.47734E-06
       6632    6682.34    6683.36     0.71948E-04     0.47203E-06
       6633    6683.36    6684.38     0.72158E-04     0.47518E-06
       6634    6684.38    6685.39     0.73552E-04     0.47963E-06
       6635    6685.39    6686.41     0.72145E-04     0.47514E-06
       6636    6686.41    6687.43     0.71646E-04     0.47103E-06
       6637    6687.43    6688.44     0.72454E-04     0.47616E-06
       6638    6688.44    6689.46     0.71696E-04     0.47354E-06
       6639    6689.46    6690.48     0.71545E-04     0.47315E-06
       6640    6690.48    6691.49     0.72980E-04     0.47776E-06
       6641    6691.49    6692.51     0.70986E-04     0.46896E-06
       6642    6692.51    6693.53     0.72420E-04     0.47592E-06
       6643    6693.53    6694.54     0.72511E-04     0.47633E-06
       6644    6694.54    6695.56     0.72006E-04     0.47456E-06
       6645    6695.56    6696.58     0.71489E-04     0.47062E-06
       6646    6696.58    6697.60     0.71643E-04     0.47336E-06
