  DATA CHANNELS:                                            
         ch      emin -        emax         data    +-      
       4343    4365.35    4366.35     0.96747E-04     0.55234E-06
       4344    4366.35    4367.36     0.97545E-04     0.55475E-06
       4345    4367.36    4368.37     0.95419E-04     0.54854E-06
       4346    4368.37    4369.38     0.95947E-04     0.54746E-06
       4347    4369.38    4370.39     0.96970E-04     0.55298E-06
       4348    4370.39    4371.40     0.96355E-04     0.55135E-06
       4349    4371.40    4372.41     0.96417E-04     0.55140E-06
       4350    4372.41    4373.41     0.95978E-04     0.54755E-06
       4351    4373.41    4374.42     0.95925E-04     0.54999E-06
       4352    4374.42    4375.43     0.96555E-04     0.55193E-06
       4353    4375.43    4376.44     0.97165E-04     0.55353E-06
       4354    4376.44    4377.45     0.95484E-04     0.54612E-06
       4355    4377.45    4378.46     0.95807E-04     0.54978E-06
       4356    4378.46    4379.47     0.96025E-04     0.55027E-06
       4357    4379.47    4380.48     0.97091E-04     0.55331E-06
       4358    4380.48    4381.48     0.96086E-04     0.54784E-06
       4359    4381.48    4382.49     0.97078E-04     0.55328E-06
       4360    4382.49    4383.50     0.97159E-04     0.55364E-06
       4361    4383.50    4384.51     0.96121E-04     0.55068E-06
       4362    4384.51    4385.52     0.96260E-04     0.54821E-06
       4363    4385.52    4386.53     0.97295E-04     0.55389E-06
       4364    4386.53    4387.54     0.96370E-04     0.55138E-06
       4365    4387.54    4388.54     0.96751E-04     0.55247E-06
       4366    4388.54    4389.55     0.95893E-04     0.54716E-06
       4367    4389.55    4390.56     0.97053E-04     0.55334E-06
       4368    4390.56    4391.57     0.97432E-04     0.55428E-06
       4369    4391.57    4392.58     0.96214E-04     0.55094E-06
       4370    4392.58    4393.59     0.96776E-04     0.54967E-06
       4371    4393.59    4394.60     0.97573E-04     0.55482E-06
       4372    4394.60    4395.60     0.96801E-04     0.55247E-06
       4373    4395.60    4396.61     0.97579E-04     0.55483E-06
       4374    4396.61    4397.62     0.96724E-04     0.55226E-06
       4375    4397.62    4398.63     0.96579E-04     0.54924E-06
       4376    4398.63    4399.64     0.97074E-04     0.55326E-06
       4377    4399.64    4400.65     0.98219E-04     0.55664E-06
       4378    4400.65    4401.66     0.98253E-04     0.55660E-06
       4379    4401.66    4402.67     0.96241E-04     0.54827E-06
       4380    4402.67    4403.67     0.97729E-04     0.55512E-06
       4381    4403.67    4404.68     0.98076E-04     0.55624E-06
       4382    4404.68    4405.69     0.98243E-04     0.55658E-06
       4383    4405.69    4406.70     0.96686E-04     0.54954E-06
       4384    4406.70    4407.71     0.98340E-04     0.55685E-06
       4385    4407.71    4408.72     0.98031E-04     0.55610E-06
       4386    4408.72    4409.73     0.97037E-04     0.55315E-06
       4387    4409.73    4410.74     0.97094E-04     0.55069E-06
       4388    4410.74    4411.74     0.98342E-04     0.55685E-06
       4389    4411.74    4412.75     0.99049E-04     0.55898E-06
       4390    4412.75    4413.76     0.97701E-04     0.55504E-06
       4391    4413.76    4414.77     0.96969E-04     0.55033E-06
       4392    4414.77    4415.78     0.96522E-04     0.55167E-06
       4393    4415.78    4416.79     0.98152E-04     0.55644E-06
       4394    4416.79    4417.80     0.97057E-04     0.55320E-06
       4395    4417.80    4418.81     0.96818E-04     0.54990E-06
       4396    4418.81    4419.81     0.96662E-04     0.55207E-06
       4397    4419.81    4420.82     0.97214E-04     0.55377E-06
       4398    4420.82    4421.83     0.98945E-04     0.55855E-06
       4399    4421.83    4422.84     0.96592E-04     0.54926E-06
       4400    4422.84    4423.85     0.97973E-04     0.55580E-06
       4401    4423.85    4424.86     0.97270E-04     0.55393E-06
       4402    4424.86    4425.87     0.97217E-04     0.55365E-06
       4403    4425.87    4426.87     0.97009E-04     0.55045E-06
       4404    4426.87    4427.88     0.98098E-04     0.55615E-06
       4405    4427.88    4428.89     0.97585E-04     0.55483E-06
       4406    4428.89    4429.90     0.96935E-04     0.55284E-06
       4407    4429.90    4430.91     0.97255E-04     0.55113E-06
       4408    4430.91    4431.92     0.97464E-04     0.55435E-06
       4409    4431.92    4432.93     0.97603E-04     0.55487E-06
       4410    4432.93    4433.94     0.97397E-04     0.55416E-06
       4411    4433.94    4434.95     0.97841E-04     0.55279E-06
       4412    4434.95    4435.95     0.97489E-04     0.55442E-06
       4413    4435.95    4436.96     0.97400E-04     0.55429E-06
       4414    4436.96    4437.97     0.96611E-04     0.55204E-06
       4415    4437.97    4438.98     0.97813E-04     0.55533E-06
       4416    4438.98    4439.99     0.96273E-04     0.54821E-06
       4417    4439.99    4441.00     0.97068E-04     0.55335E-06
       4418    4441.00    4442.01     0.98073E-04     0.55607E-06
       4419    4442.01    4443.02     0.97338E-04     0.55412E-06
       4420    4443.02    4444.02     0.95763E-04     0.54688E-06
       4421    4444.02    4445.03     0.97496E-04     0.55442E-06
       4422    4445.03    4446.04     0.96357E-04     0.55131E-06
       4423    4446.04    4447.05     0.97120E-04     0.55336E-06
       4424    4447.05    4448.06     0.95731E-04     0.54666E-06
       4425    4448.06    4449.07     0.96826E-04     0.55266E-06
       4426    4449.07    4450.08     0.96609E-04     0.55203E-06
       4427    4450.08    4451.09     0.96341E-04     0.55113E-06
       4428    4451.09    4452.09     0.95167E-04     0.54518E-06
       4429    4452.09    4453.10     0.97892E-04     0.55555E-06
       4430    4453.10    4454.11     0.96384E-04     0.55139E-06
       4431    4454.11    4455.12     0.95589E-04     0.54898E-06
       4432    4455.12    4456.13     0.95185E-04     0.54522E-06
       4433    4456.13    4457.14     0.96695E-04     0.55214E-06
       4434    4457.14    4458.15     0.95629E-04     0.54922E-06
       4435    4458.15    4459.16     0.95693E-04     0.54927E-06
       4436    4459.16    4460.16     0.94681E-04     0.54378E-06
       4437    4460.16    4461.17     0.96480E-04     0.55152E-06
       4438    4461.17    4462.18     0.95559E-04     0.54902E-06
       4439    4462.18    4463.19     0.94768E-04     0.54660E-06
       4440    4463.19    4464.20     0.95671E-04     0.54661E-06
       4441    4464.20    4465.21     0.96852E-04     0.55258E-06
       4442    4465.21    4466.22     0.95268E-04     0.54817E-06
       4443    4466.22    4467.23     0.94811E-04     0.54673E-06
       4444    4467.23    4468.24     0.92844E-04     0.53847E-06
       4445    4468.24    4469.24     0.96289E-04     0.55097E-06
       4446    4469.24    4470.25     0.94324E-04     0.54545E-06
       4447    4470.25    4471.26     0.93379E-04     0.54258E-06
       4448    4471.26    4472.27     0.93854E-04     0.54139E-06
       4449    4472.27    4473.28     0.95028E-04     0.54735E-06
       4450    4473.28    4474.29     0.94496E-04     0.54595E-06
       4451    4474.29    4475.30     0.94305E-04     0.54527E-06
       4452    4475.30    4476.31     0.93136E-04     0.53931E-06
       4453    4476.31    4477.32     0.94434E-04     0.54563E-06
       4454    4477.32    4478.32     0.94772E-04     0.54674E-06
       4455    4478.32    4479.33     0.93815E-04     0.54384E-06
       4456    4479.33    4480.34     0.93255E-04     0.54235E-06
       4457    4480.34    4481.35     0.93173E-04     0.53928E-06
       4458    4481.35    4482.36     0.93564E-04     0.54324E-06
       4459    4482.36    4483.37     0.94041E-04     0.54449E-06
       4460    4483.37    4484.38     0.93374E-04     0.54269E-06
       4461    4484.38    4485.39     0.91939E-04     0.53570E-06
       4462    4485.39    4486.40     0.92711E-04     0.54076E-06
       4463    4486.40    4487.40     0.94059E-04     0.54454E-06
       4464    4487.40    4488.41     0.94070E-04     0.54471E-06
       4465    4488.41    4489.42     0.92737E-04     0.53802E-06
       4466    4489.42    4490.43     0.92250E-04     0.53941E-06
       4467    4490.43    4491.44     0.93085E-04     0.54171E-06
       4468    4491.44    4492.45     0.93965E-04     0.54440E-06
       4469    4492.45    4493.46     0.91923E-04     0.53578E-06
       4470    4493.46    4494.47     0.93597E-04     0.54320E-06
       4471    4494.47    4495.48     0.92941E-04     0.54130E-06
       4472    4495.48    4496.48     0.93388E-04     0.54272E-06
       4473    4496.48    4497.49     0.92520E-04     0.53738E-06
       4474    4497.49    4498.50     0.93703E-04     0.54363E-06
       4475    4498.50    4499.51     0.92277E-04     0.53948E-06
       4476    4499.51    4500.52     0.92859E-04     0.54105E-06
       4477    4500.52    4501.53     0.91952E-04     0.53573E-06
       4478    4501.53    4502.54     0.93058E-04     0.54176E-06
       4479    4502.54    4503.55     0.93998E-04     0.54449E-06
       4480    4503.55    4504.56     0.92898E-04     0.54116E-06
       4481    4504.56    4505.56     0.91521E-04     0.53459E-06
       4482    4505.56    4506.57     0.92211E-04     0.53916E-06
       4483    4506.57    4507.58     0.92530E-04     0.54022E-06
       4484    4507.58    4508.59     0.92674E-04     0.54051E-06
       4485    4508.59    4509.60     0.90648E-04     0.53204E-06
       4486    4509.60    4510.61     0.91044E-04     0.53573E-06
       4487    4510.61    4511.62     0.91883E-04     0.53832E-06
       4488    4511.62    4512.63     0.91318E-04     0.53653E-06
       4489    4512.63    4513.64     0.89852E-04     0.52970E-06
       4490    4513.64    4514.65     0.91630E-04     0.53745E-06
       4491    4514.65    4515.65     0.91370E-04     0.53681E-06
       4492    4515.65    4516.66     0.91746E-04     0.53778E-06
       4493    4516.66    4517.67     0.90437E-04     0.53407E-06
       4494    4517.67    4518.68     0.89598E-04     0.52881E-06
       4495    4518.68    4519.69     0.90670E-04     0.53475E-06
       4496    4519.69    4520.70     0.91042E-04     0.53572E-06
       4497    4520.70    4521.71     0.91206E-04     0.53633E-06
       4498    4521.71    4522.72     0.90084E-04     0.53024E-06
       4499    4522.72    4523.73     0.91303E-04     0.53661E-06
       4500    4523.73    4524.73     0.91066E-04     0.53578E-06
       4501    4524.73    4525.74     0.91328E-04     0.53668E-06
       4502    4525.74    4526.75     0.90364E-04     0.53107E-06
       4503    4526.75    4527.76     0.90999E-04     0.53572E-06
       4504    4527.76    4528.77     0.90363E-04     0.53370E-06
       4505    4528.77    4529.78     0.90999E-04     0.53572E-06
       4506    4529.78    4530.79     0.90581E-04     0.53170E-06
       4507    4530.79    4531.80     0.90938E-04     0.53553E-06
       4508    4531.80    4532.81     0.91245E-04     0.53630E-06
       4509    4532.81    4533.82     0.91209E-04     0.53633E-06
       4510    4533.82    4534.82     0.89885E-04     0.52965E-06
       4511    4534.82    4535.83     0.91634E-04     0.53758E-06
       4512    4535.83    4536.84     0.91215E-04     0.53622E-06
       4513    4536.84    4537.85     0.90824E-04     0.53519E-06
       4514    4537.85    4538.86     0.89578E-04     0.52874E-06
       4515    4538.86    4539.87     0.90044E-04     0.53289E-06
       4516    4539.87    4540.88     0.90177E-04     0.53315E-06
       4517    4540.88    4541.89     0.90009E-04     0.53279E-06
       4518    4541.89    4542.90     0.89408E-04     0.52824E-06
       4519    4542.90    4543.91     0.90532E-04     0.53433E-06
       4520    4543.91    4544.91     0.91720E-04     0.53770E-06
       4521    4544.91    4545.92     0.90869E-04     0.53532E-06
       4522    4545.92    4546.93     0.89283E-04     0.52799E-06
       4523    4546.93    4547.94     0.91124E-04     0.53594E-06
       4524    4547.94    4548.95     0.90477E-04     0.53404E-06
       4525    4548.95    4549.96     0.90915E-04     0.53546E-06
       4526    4549.96    4550.97     0.89283E-04     0.53049E-06
       4527    4550.97    4551.98     0.89656E-04     0.52909E-06
       4528    4551.98    4552.99     0.89758E-04     0.53203E-06
       4529    4552.99    4554.00     0.91060E-04     0.53574E-06
       4530    4554.00    4555.01     0.88513E-04     0.52571E-06
       4531    4555.01    4556.01     0.89852E-04     0.53218E-06
       4532    4556.01    4557.02     0.90299E-04     0.53351E-06
       4533    4557.02    4558.03     0.91087E-04     0.53596E-06
       4534    4558.03    4559.04     0.89274E-04     0.53059E-06
       4535    4559.04    4560.05     0.89854E-04     0.52954E-06
       4536    4560.05    4561.06     0.90787E-04     0.53507E-06
       4537    4561.06    4562.07     0.89700E-04     0.53173E-06
       4538    4562.07    4563.08     0.89730E-04     0.53182E-06
       4539    4563.08    4564.09     0.89082E-04     0.52738E-06
       4540    4564.09    4565.10     0.91287E-04     0.53654E-06
       4541    4565.10    4566.10     0.90745E-04     0.53482E-06
       4542    4566.10    4567.11     0.90105E-04     0.53305E-06
       4543    4567.11    4568.12     0.90190E-04     0.53053E-06
       4544    4568.12    4569.13     0.91226E-04     0.53635E-06
       4545    4569.13    4570.14     0.90741E-04     0.53480E-06
       4546    4570.14    4571.15     0.90671E-04     0.53472E-06
       4547    4571.15    4572.16     0.90344E-04     0.53098E-06
       4548    4572.16    4573.17     0.91058E-04     0.53586E-06
       4549    4573.17    4574.18     0.89917E-04     0.53236E-06
       4550    4574.18    4575.19     0.90853E-04     0.53526E-06
       4551    4575.19    4576.20     0.89629E-04     0.52886E-06
       4552    4576.20    4577.20     0.90988E-04     0.53565E-06
       4553    4577.20    4578.21     0.91013E-04     0.53559E-06
       4554    4578.21    4579.22     0.90515E-04     0.53426E-06
       4555    4579.22    4580.23     0.90514E-04     0.53148E-06
       4556    4580.23    4581.24     0.91448E-04     0.53700E-06
       4557    4581.24    4582.25     0.91889E-04     0.53816E-06
       4558    4582.25    4583.26     0.90675E-04     0.53472E-06
       4559    4583.26    4584.27     0.91396E-04     0.53406E-06
       4560    4584.27    4585.28     0.91964E-04     0.53852E-06
       4561    4585.28    4586.29     0.92789E-04     0.54079E-06
       4562    4586.29    4587.30     0.91976E-04     0.53854E-06
       4563    4587.30    4588.31     0.90699E-04     0.53201E-06
       4564    4588.31    4589.31     0.92442E-04     0.53991E-06
       4565    4589.31    4590.32     0.91080E-04     0.53579E-06
       4566    4590.32    4591.33     0.91417E-04     0.53691E-06
       4567    4591.33    4592.34     0.90184E-04     0.53314E-06
       4568    4592.34    4593.35     0.88279E-04     0.52499E-06
       4569    4593.35    4594.36     0.89138E-04     0.53004E-06
       4570    4594.36    4595.37     0.88606E-04     0.52858E-06
       4571    4595.37    4596.38     0.88844E-04     0.52916E-06
       4572    4596.38    4597.39     0.89421E-04     0.52837E-06
       4573    4597.39    4598.40     0.89130E-04     0.53001E-06
       4574    4598.40    4599.41     0.89507E-04     0.53126E-06
       4575    4599.41    4600.42     0.88531E-04     0.52823E-06
       4576    4600.42    4601.42     0.87709E-04     0.52328E-06
       4577    4601.42    4602.43     0.87941E-04     0.52646E-06
       4578    4602.43    4603.44     0.88987E-04     0.52971E-06
       4579    4603.44    4604.45     0.88363E-04     0.52772E-06
       4580    4604.45    4605.46     0.88177E-04     0.52467E-06
       4581    4605.46    4606.47     0.88574E-04     0.52835E-06
       4582    4606.47    4607.48     0.88425E-04     0.52803E-06
       4583    4607.48    4608.49     0.88894E-04     0.52943E-06
       4584    4608.49    4609.50     0.88557E-04     0.52568E-06
       4585    4609.50    4610.51     0.87945E-04     0.52647E-06
       4586    4610.51    4611.52     0.88354E-04     0.52782E-06
       4587    4611.52    4612.53     0.88152E-04     0.52721E-06
       4588    4612.53    4613.53     0.88866E-04     0.52659E-06
       4589    4613.53    4614.54     0.88795E-04     0.52913E-06
       4590    4614.54    4615.55     0.88893E-04     0.52930E-06
       4591    4615.55    4616.56     0.88695E-04     0.52871E-06
       4592    4616.56    4617.57     0.88430E-04     0.52542E-06
       4593    4617.57    4618.58     0.88063E-04     0.52694E-06
       4594    4618.58    4619.59     0.88971E-04     0.52952E-06
       4595    4619.59    4620.60     0.89083E-04     0.52999E-06
       4596    4620.60    4621.61     0.88206E-04     0.52462E-06
       4597    4621.61    4622.62     0.89597E-04     0.53151E-06
       4598    4622.62    4623.63     0.89143E-04     0.53004E-06
       4599    4623.63    4624.64     0.89388E-04     0.53089E-06
       4600    4624.64    4625.65     0.88236E-04     0.52471E-06
       4601    4625.65    4626.65     0.88136E-04     0.52716E-06
       4602    4626.65    4627.66     0.88301E-04     0.52752E-06
       4603    4627.66    4628.67     0.89760E-04     0.53199E-06
       4604    4628.67    4629.68     0.88063E-04     0.52420E-06
       4605    4629.68    4630.69     0.88603E-04     0.52855E-06
       4606    4630.69    4631.70     0.88486E-04     0.52808E-06
       4607    4631.70    4632.71     0.88687E-04     0.52879E-06
       4608    4632.71    4633.72     0.88032E-04     0.52671E-06
       4609    4633.72    4634.73     0.87177E-04     0.52167E-06
       4610    4634.73    4635.74     0.87830E-04     0.52611E-06
       4611    4635.74    4636.75     0.88030E-04     0.52684E-06
       4612    4636.75    4637.76     0.88677E-04     0.52864E-06
       4613    4637.76    4638.77     0.87371E-04     0.52225E-06
       4614    4638.77    4639.77     0.88147E-04     0.52705E-06
       4615    4639.77    4640.78     0.87913E-04     0.52648E-06
       4616    4640.78    4641.79     0.88280E-04     0.52745E-06
       4617    4641.79    4642.80     0.87604E-04     0.52294E-06
       4618    4642.80    4643.81     0.88461E-04     0.52799E-06
       4619    4643.81    4644.82     0.87931E-04     0.52653E-06
       4620    4644.82    4645.83     0.87904E-04     0.52632E-06
       4621    4645.83    4646.84     0.87625E-04     0.52300E-06
       4622    4646.84    4647.85     0.88079E-04     0.52684E-06
       4623    4647.85    4648.86     0.88021E-04     0.52680E-06
       4624    4648.86    4649.87     0.88038E-04     0.52672E-06
       4625    4649.87    4650.88     0.87551E-04     0.52278E-06
       4626    4650.88    4651.89     0.86976E-04     0.52353E-06
       4627    4651.89    4652.90     0.88872E-04     0.52934E-06
       4628    4652.90    4653.90     0.87533E-04     0.52520E-06
       4629    4653.90    4654.91     0.87080E-04     0.52137E-06
       4630    4654.91    4655.92     0.87860E-04     0.52618E-06
       4631    4655.92    4656.93     0.88448E-04     0.52807E-06
       4632    4656.93    4657.94     0.87690E-04     0.52567E-06
       4633    4657.94    4658.95     0.87594E-04     0.52290E-06
       4634    4658.95    4659.96     0.87327E-04     0.52458E-06
       4635    4659.96    4660.97     0.88087E-04     0.52699E-06
       4636    4660.97    4661.98     0.87794E-04     0.52611E-06
       4637    4661.98    4662.99     0.87869E-04     0.52360E-06
       4638    4662.99    4664.00     0.87694E-04     0.52568E-06
       4639    4664.00    4665.01     0.87617E-04     0.52558E-06
       4640    4665.01    4666.02     0.86811E-04     0.52303E-06
       4641    4666.02    4667.03     0.87423E-04     0.52239E-06
       4642    4667.03    4668.04     0.88149E-04     0.52717E-06
       4643    4668.04    4669.04     0.88217E-04     0.52724E-06
       4644    4669.04    4670.05     0.87915E-04     0.52647E-06
       4645    4670.05    4671.06     0.86388E-04     0.51916E-06
       4646    4671.06    4672.07     0.88109E-04     0.52692E-06
       4647    4672.07    4673.08     0.89008E-04     0.52973E-06
       4648    4673.08    4674.09     0.87520E-04     0.52528E-06
       4649    4674.09    4675.10     0.87195E-04     0.52417E-06
       4650    4675.10    4676.11     0.86419E-04     0.51938E-06
       4651    4676.11    4677.12     0.88054E-04     0.52675E-06
       4652    4677.12    4678.13     0.87765E-04     0.52601E-06
       4653    4678.13    4679.14     0.87291E-04     0.52446E-06
       4654    4679.14    4680.15     0.87549E-04     0.52275E-06
       4655    4680.15    4681.16     0.88384E-04     0.52773E-06
       4656    4681.16    4682.17     0.87544E-04     0.52535E-06
       4657    4682.17    4683.18     0.88150E-04     0.52704E-06
       4658    4683.18    4684.18     0.86976E-04     0.52104E-06
       4659    4684.18    4685.19     0.88178E-04     0.52711E-06
       4660    4685.19    4686.20     0.88158E-04     0.52718E-06
       4661    4686.20    4687.21     0.87355E-04     0.52465E-06
       4662    4687.21    4688.22     0.85296E-04     0.51598E-06
       4663    4688.22    4689.23     0.88206E-04     0.52720E-06
       4664    4689.23    4690.24     0.88434E-04     0.52801E-06
       4665    4690.24    4691.25     0.87631E-04     0.52547E-06
       4666    4691.25    4692.26     0.87006E-04     0.52112E-06
       4667    4692.26    4693.27     0.88286E-04     0.52743E-06
       4668    4693.27    4694.28     0.87377E-04     0.52484E-06
       4669    4694.28    4695.29     0.86950E-04     0.52343E-06
       4670    4695.29    4696.30     0.86130E-04     0.51849E-06
       4671    4696.30    4697.31     0.87145E-04     0.52401E-06
       4672    4697.31    4698.32     0.88026E-04     0.52677E-06
       4673    4698.32    4699.33     0.87475E-04     0.52500E-06
       4674    4699.33    4700.34     0.86704E-04     0.52021E-06
       4675    4700.34    4701.34     0.86671E-04     0.52258E-06
       4676    4701.34    4702.35     0.87785E-04     0.52606E-06
       4677    4702.35    4703.36     0.87216E-04     0.52422E-06
       4678    4703.36    4704.37     0.86651E-04     0.52004E-06
       4679    4704.37    4705.38     0.87172E-04     0.52408E-06
       4680    4705.38    4706.39     0.88125E-04     0.52707E-06
       4681    4706.39    4707.40     0.87691E-04     0.52564E-06
       4682    4707.40    4708.41     0.87108E-04     0.52142E-06
       4683    4708.41    4709.42     0.87410E-04     0.52480E-06
       4684    4709.42    4710.43     0.88988E-04     0.52964E-06
       4685    4710.43    4711.44     0.87236E-04     0.52427E-06
       4686    4711.44    4712.45     0.86296E-04     0.51897E-06
       4687    4712.45    4713.46     0.87258E-04     0.52434E-06
       4688    4713.46    4714.47     0.87675E-04     0.52572E-06
       4689    4714.47    4715.48     0.88502E-04     0.52806E-06
       4690    4715.48    4716.49     0.87491E-04     0.52517E-06
       4691    4716.49    4717.50     0.87154E-04     0.52142E-06
       4692    4717.50    4718.51     0.89232E-04     0.53036E-06
       4693    4718.51    4719.51     0.87912E-04     0.52629E-06
       4694    4719.51    4720.52     0.87983E-04     0.52663E-06
       4695    4720.52    4721.53     0.87256E-04     0.52173E-06
       4696    4721.53    4722.54     0.87995E-04     0.52667E-06
       4697    4722.54    4723.55     0.87755E-04     0.52595E-06
       4698    4723.55    4724.56     0.87769E-04     0.52587E-06
       4699    4724.56    4725.57     0.87137E-04     0.52136E-06
       4700    4725.57    4726.58     0.87168E-04     0.52418E-06
       4701    4726.58    4727.59     0.87584E-04     0.52543E-06
       4702    4727.59    4728.60     0.87520E-04     0.52511E-06
       4703    4728.60    4729.61     0.86479E-04     0.51951E-06
       4704    4729.61    4730.62     0.86580E-04     0.52229E-06
       4705    4730.62    4731.63     0.87608E-04     0.52551E-06
       4706    4731.63    4732.64     0.86733E-04     0.52274E-06
       4707    4732.64    4733.65     0.86444E-04     0.51941E-06
       4708    4733.65    4734.66     0.87319E-04     0.52451E-06
       4709    4734.66    4735.67     0.86434E-04     0.52197E-06
       4710    4735.67    4736.68     0.87395E-04     0.52473E-06
       4711    4736.68    4737.69     0.87553E-04     0.52273E-06
       4712    4737.69    4738.70     0.88270E-04     0.52735E-06
       4713    4738.70    4739.70     0.87877E-04     0.52631E-06
       4714    4739.70    4740.71     0.87504E-04     0.52505E-06
       4715    4740.71    4741.72     0.86819E-04     0.52053E-06
       4716    4741.72    4742.73     0.88039E-04     0.52666E-06
       4717    4742.73    4743.74     0.89263E-04     0.53043E-06
       4718    4743.74    4744.75     0.89252E-04     0.53027E-06
       4719    4744.75    4745.76     0.87998E-04     0.52405E-06
       4720    4745.76    4746.77     0.89052E-04     0.52968E-06
       4721    4746.77    4747.78     0.89571E-04     0.53135E-06
       4722    4747.78    4748.79     0.90076E-04     0.53272E-06
       4723    4748.79    4749.80     0.88711E-04     0.52616E-06
       4724    4749.80    4750.81     0.90592E-04     0.53423E-06
       4725    4750.81    4751.82     0.91669E-04     0.53753E-06
       4726    4751.82    4752.83     0.90415E-04     0.53371E-06
       4727    4752.83    4753.84     0.90134E-04     0.53301E-06
       4728    4753.84    4754.85     0.87875E-04     0.52355E-06
       4729    4754.85    4755.86     0.87946E-04     0.52650E-06
       4730    4755.86    4756.87     0.87217E-04     0.52418E-06
       4731    4756.87    4757.88     0.88056E-04     0.52683E-06
       4732    4757.88    4758.89     0.86221E-04     0.51859E-06
       4733    4758.89    4759.90     0.86606E-04     0.52247E-06
       4734    4759.90    4760.91     0.86183E-04     0.52106E-06
       4735    4760.91    4761.92     0.86782E-04     0.52299E-06
       4736    4761.92    4762.92     0.86102E-04     0.51823E-06
       4737    4762.92    4763.93     0.86498E-04     0.52214E-06
       4738    4763.93    4764.94     0.86238E-04     0.52123E-06
       4739    4764.94    4765.95     0.87102E-04     0.52396E-06
       4740    4765.95    4766.96     0.85883E-04     0.51757E-06
       4741    4766.96    4767.97     0.86424E-04     0.52192E-06
       4742    4767.97    4768.98     0.85575E-04     0.51922E-06
       4743    4768.98    4769.99     0.86415E-04     0.52188E-06
       4744    4769.99    4771.00     0.86698E-04     0.52014E-06
       4745    4771.00    4772.01     0.87105E-04     0.52384E-06
       4746    4772.01    4773.02     0.86271E-04     0.52133E-06
       4747    4773.02    4774.03     0.86738E-04     0.52286E-06
       4748    4774.03    4775.04     0.86377E-04     0.51906E-06
       4749    4775.04    4776.05     0.87497E-04     0.52514E-06
       4750    4776.05    4777.06     0.86649E-04     0.52259E-06
       4751    4777.06    4778.07     0.87397E-04     0.52471E-06
       4752    4778.07    4779.08     0.87128E-04     0.52130E-06
       4753    4779.08    4780.09     0.87221E-04     0.52431E-06
       4754    4780.09    4781.10     0.86792E-04     0.52289E-06
       4755    4781.10    4782.11     0.86777E-04     0.52297E-06
       4756    4782.11    4783.12     0.85391E-04     0.51620E-06
       4757    4783.12    4784.13     0.86857E-04     0.52308E-06
       4758    4784.13    4785.14     0.86452E-04     0.52199E-06
       4759    4785.14    4786.15     0.85685E-04     0.51954E-06
       4760    4786.15    4787.16     0.85599E-04     0.51928E-06
       4761    4787.16    4788.17     0.85900E-04     0.51774E-06
       4762    4788.17    4789.17     0.86098E-04     0.52092E-06
       4763    4789.17    4790.18     0.86752E-04     0.52276E-06
       4764    4790.18    4791.19     0.84855E-04     0.51458E-06
       4765    4791.19    4792.20     0.85413E-04     0.51871E-06
       4766    4792.20    4793.21     0.86828E-04     0.52312E-06
       4767    4793.21    4794.22     0.86430E-04     0.52179E-06
       4768    4794.22    4795.23     0.86632E-04     0.52253E-06
       4769    4795.23    4796.24     0.85783E-04     0.51725E-06
       4770    4796.24    4797.25     0.86461E-04     0.52200E-06
       4771    4797.25    4798.26     0.87121E-04     0.52387E-06
       4772    4798.26    4799.27     0.86890E-04     0.52330E-06
       4773    4799.27    4800.28     0.86100E-04     0.51820E-06
       4774    4800.28    4801.29     0.87869E-04     0.52624E-06
       4775    4801.29    4802.30     0.86251E-04     0.52125E-06
       4776    4802.30    4803.31     0.87131E-04     0.52403E-06
       4777    4803.31    4804.32     0.86607E-04     0.51973E-06
       4778    4804.32    4805.33     0.85432E-04     0.51888E-06
       4779    4805.33    4806.34     0.86077E-04     0.52071E-06
       4780    4806.34    4807.35     0.87036E-04     0.52373E-06
       4781    4807.35    4808.36     0.86123E-04     0.51827E-06
       4782    4808.36    4809.37     0.87956E-04     0.52649E-06
       4783    4809.37    4810.38     0.87040E-04     0.52362E-06
       4784    4810.38    4811.39     0.87095E-04     0.52390E-06
       4785    4811.39    4812.40     0.85090E-04     0.51514E-06
       4786    4812.40    4813.41     0.86407E-04     0.52183E-06
       4787    4813.41    4814.42     0.86340E-04     0.52150E-06
       4788    4814.42    4815.43     0.85890E-04     0.52027E-06
       4789    4815.43    4816.44     0.85201E-04     0.51548E-06
       4790    4816.44    4817.45     0.85391E-04     0.51875E-06
       4791    4817.45    4818.46     0.85910E-04     0.52020E-06
       4792    4818.46    4819.47     0.86009E-04     0.52062E-06
       4793    4819.47    4820.48     0.84779E-04     0.51420E-06
       4794    4820.48    4821.49     0.85463E-04     0.51897E-06
       4795    4821.49    4822.50     0.86105E-04     0.52079E-06
       4796    4822.50    4823.51     0.84417E-04     0.51578E-06
       4797    4823.51    4824.51     0.85614E-04     0.51672E-06
       4798    4824.51    4825.52     0.85638E-04     0.51950E-06
       4799    4825.52    4826.53     0.85660E-04     0.51943E-06
       4800    4826.53    4827.54     0.85137E-04     0.51797E-06
       4801    4827.54    4828.55     0.84509E-04     0.51594E-06
       4802    4828.55    4829.56     0.84487E-04     0.51343E-06
       4803    4829.56    4830.57     0.85319E-04     0.51840E-06
       4804    4830.57    4831.58     0.85341E-04     0.51859E-06
       4805    4831.58    4832.59     0.85022E-04     0.51505E-06
       4806    4832.59    4833.60     0.86068E-04     0.52066E-06
       4807    4833.60    4834.61     0.85248E-04     0.51818E-06
