trigger_num,name,t90,flnc_band_alpha,flnc_band_beta,flnc_band_epeak,flnc_band_phtflux
8072,GRB 000410,   0.353,  -1.16, -14.90,675,   0.40
408,4B 910621-,  85.440,  -0.71,  -2.96,124,   0.56
1997,4B 921022-,  60.224,  -1.63,  -2.21,106,   1.90
6951,GRB 980727-,,  -1.55,  -3.82,71.8,   0.53
2852,4B 940228-,  33.280,  -0.73,  -3.02,337,   4.37
3869,4B 951015-,   8.640,  -1.20,  -9.51,172,   0.87
7360,GRB 990129-, 130.112,  -1.13,  -2.67,198,   2.19
7310,GRB 990108, 145.664,  -0.65, -11.81,286,   0.81
298,4B 910609,   0.455,  -1.08, -16.82,919,   4.16
8105,GRB 000513-,  11.328,   0.14,  -2.66,84.1,   0.70
7012,GRB 980821,  28.352,  -1.34, -18.63,382,   4.60
2142,4B 930122,   2.063,  -0.03, -23.28,273,   0.65
1379,4B 920209-,,  -1.65,  -2.97,13.6,   0.66
211,4B 910518-, 292.736,  -1.30,  -1.95,200,   0.42
6182,GRB 970415,   3.904,  -0.96,  -5.12,895,   0.60
6591,GRB 980207-,   0.773,  -1.47,  -1.87,619,   0.44
1819,4B 920814-,  52.992,  -0.69, -11.92,485,   0.44
3481,4B 950325-,  40.768,  -1.07,  -2.42,336,   3.66
6767,GRB 980520, 218.880,  -1.55,  -2.62,109,   0.53
2853,4B 940228-,  13.984,  -0.25,  -2.12,474,   0.34
3458,4B 950305, 673.824,  -0.91,  -2.63,234,   1.23
2440,4B 930711-,  62.944,   0.28,  -2.64,96.7,   0.56
3510,4B 950416-,   0.266,  -0.92,  -1.60,160,   0.23
2244,4B 930315, 261.792,  -0.67,  -2.71,140,   0.36
8026,GRB 000310-, 327.296,  -1.66,  -3.46,196,   0.69
2749,4B 940110-,  17.856,  -1.91,  -7.63,1910,   0.74
1212,4B 911224-,,  -1.08,  -3.17,49.1,   0.64
3789,4B 950911-,,  -1.21, -18.63,275,   1.14
1731,4B 920730-,  15.808,  -0.65,  -2.61,287,   1.22
1747,4B 920806,   2.936,  -0.17,  -2.19,295,   0.25
5634,GRB 961017-,   1.152,  -0.63,  -2.93,60.7,   1.93
2606,4B 931026, 134.688,  -0.96,  -2.47,304,   1.02
5542,4B 960716,  80.000,  -0.44,  -6.11,362,   0.48
5516,4B 960624-,  27.680,   0.41,  -2.89,187,   0.32
7884,GRB 991127,  52.672,  -1.15,  -2.25,393,   1.93
2511,4B 930903-,  64.288,  -2.16,  -3.69,565,   0.81
1126,4B 911128,  20.288,  -0.75,  -4.54,227,   0.49
2897,4B 940329-,  28.032,  -1.30,  -3.64,41.2,   4.34
8121,GRB 000526,  36.864,  -1.06,  -3.51,90.7,   1.10
788,4B 910912,   0.303,  -1.81, -18.63,114,   0.67
1712,4B 920720-, 307.648,  -1.16,  -2.71,174,   0.87
7684,GRB 990730-,  76.032,  -0.85,  -1.60,434,   0.43
2381,4B 930608-,   4.096,  -0.68,  -2.68,99.7,   0.30
3352,4B 950111-,  46.336,  -1.26,  -3.11,143,   1.58
6346,GRB 970825, 136.064,  -1.46,  -2.96,269,   0.68
8018,GRB 000306-,   0.128,  -0.14,  -2.60,250,   0.38
6606,GRB 980218-,   0.704,  -0.46,  -4.77,265,   0.69
7272,GRB 981221-,,  -1.32,  -1.96,217,   0.40
6490,GRB 971122-,  54.720,  -0.59, -13.68,120,   0.43
7064,GRB 980904-,  41.088,  -0.87,  -5.52,354,   0.67
7255,GRB 981211,  10.304,  -0.68,  -2.86,232,   2.53
6551,GRB 971230-,  59.008,  -1.21,  -2.59,121,   0.39
2542,4B 930927,  45.344,  -1.31, -22.48,183,   0.74
7500,GRB 990401,  35.840,  -0.97, -14.90,237,   0.44
1087,4B 911119-,  27.584,  -2.17,  -2.19,75.3,   0.54
288,4B 910607-,  41.152,  -2.28,  -2.52,92.1,   0.54
6113,GRB 970304,  37.952,  -1.50,  -2.31,142,   1.72
6489,GRB 971121,  42.432,  -0.69,  -4.09,119,   1.90
3032,4B 940616-,  13.120,  -0.50,  -2.60,129,   1.10
2441,4B 930711-,  58.400,  -1.63,  -1.95,333,   0.31
2039,4B 921102-,   1.600,  -0.46,  -2.06,202,   0.78
2801,4B 940207-,   0.256,  -0.23,  -6.10,666,   0.14
3012,4B 940602-,   9.920,  -0.79,  -2.32,101,   0.53
2286,4B 930405-,,  -0.86, -18.63,292,   6.29
8102,GRB 000511-,  38.976,  -1.91,  -7.34,1910,   0.57
2273,4B 930329,   0.224,  -0.71, -18.63,444,   2.16
3070,4B 940710-,  20.704,  -1.10,  -2.62,262,   0.83
2603,4B 931024,  24.704,  -0.22,  -2.78,61.8,   2.02
404,4B 910621-, 123.392,  -0.72,  -2.66,155,   0.49
6397,GRB 970925-,  36.352,  -0.92,  -2.38,180,   1.90
3132,4B 940822,  20.736,  -0.48,  -3.71,73,   1.36
2437,4B 930709-,  15.904,  -0.83,  -2.95,206,   0.34
107,4B 910423, 208.576,  -0.74,  -5.08,125,   0.32
2927,4B 940413-,  34.336,  -1.91,  -7.54,1910,   0.77
2151,4B 930131-,  19.200,  -1.46,  -6.50,3900,   1.39
1574,4B 920430-, 107.904,  -0.96,  -2.76,120,   0.48
5518,4B 960625,  51.904,  -1.01, -23.28,156,   1.06
2846,4B 940224,   0.064,   0.28,  -4.98,173,   0.07
5533,4B 960708-,   0.768,  -0.09, -18.63,600,   1.21
6409,GRB 971002-,  17.792,  -1.91,  -5.69,1350,   1.07
5599,GRB 960909,   0.598,  -0.79,  -3.37,1090,   1.34
5526,4B 960703-,  72.448,  -1.31, -17.48,296,   1.13
752,4B 910902,   5.440,  -1.28, -18.63,266,   0.62
6451,GRB 971027,   3.328,  -1.14,  -2.30,149,   2.09
6118,GRB 970311,  55.808,  -0.36,  -8.00,123,   0.36
7335,GRB 990120,  43.392,  -1.04,  -2.44,267,   0.48
1694,4B 920711-,   0.388,  -0.79,  -7.63,712,   0.51
8001,GRB 000227,  75.136,  -0.66,  -2.30,166,   0.66
1968,4B 921001-,   0.704,   0.66, -23.28,319,   0.08
3152,4B 940902-,   1.793,  -1.15,  -6.89,1540,   1.10
7530,GRB 990425-,   2.560,  -0.74,  -2.82,143,   7.38
5528,4B 960704,   0.855,  -0.25,  -1.76,285,   0.85
6625,GRB 980302, 111.424,  -1.16,  -3.09,73.8,   1.36
547,4B 910717-,   0.512,  -0.21,  -1.98,379,   0.77
6562,GRB 980107,   1.472,  -1.74,  -7.63,1910,   0.55
6274,GRB 970616-,  66.176,  -1.45,  -2.47,157,   2.51
2311,4B 930420-,  26.400,  -0.22,  -2.19,68.4,   0.45
3105,4B 940803-,  27.712,  -0.51,  -4.25,317,   1.26
5740,GRB 970103,   1.146,  -1.37,  -1.69,2740,   0.62
3954,4B 951213,  29.696,  -1.01,  -1.79,198,   1.84
3728,4B 950802,   0.536,  -0.18,  -6.70,281,   0.32
6521,GRB 971206-,  41.280,  -1.01, -11.93,149,   0.99
3257,4B 941026-,  63.616,  -0.43,  -3.64,171,   1.16
2725,4B 940101-,  11.328,  -0.30,  -6.10,295,   0.32
3055,4B 940701,  40.640,  -0.81,  -3.24,104,   1.73
2620,4B 931108,  18.880,  -0.86,  -2.31,77.9,   0.78
3144,4B 940830-,   6.656,  -1.18, -18.63,222,   0.43
7106,GRB 980920,   0.523,  -0.27,  -1.52,258,   0.52
3294,4B 941123-,   2.389,  -0.54, -14.47,669,   1.36
7477,GRB 990316-, 100.544,  -1.18,  -2.07,254,   1.34
2641,4B 931118,   2.304,  -1.14,  -4.91,106,   0.35
6522,GRB 971207-, 377.984,  -0.99,  -2.66,92,   1.10
2352,4B 930524-,   0.960,  -0.92, -18.63,309,   0.21
2329,4B 930506-,  22.144,  -1.17,  -1.81,887,   9.71
2345,4B 930517-,  88.960,  -1.29,  -2.66,142,   0.63
1086,4B 911118-,  22.592,  -1.98,  -5.50,201,   0.35
1472,4B 920310,  15.744,  -1.23,  -2.55,142,   1.34
1760,4B 920808,   0.576,  -0.98,  -2.61,428,   1.81
5419,4B 960411-,  22.784,  -1.52,  -2.97,99.7,   1.31
7825,GRB 991027,   8.640,  -1.23,  -2.21,86.7,   0.44
2681,4B 931206-,  55.456,  -0.88,  -2.88,308,   0.69
3129,4B 940819,  20.128,  -0.83,  -2.20,68.3,   0.64
6262,GRB 970609-,,  -0.31,  -2.19,80.7,   1.26
7164,GRB 981020,  22.528,  -1.14,  -2.59,38.4,   0.58
1452,4B 920229-,  12.160,  -1.12,  -3.56,183,   0.60
5595,GRB 960907-,,  -0.20,  -3.05,391,   0.81
7503,GRB 990403-,  86.848,  -1.69,  -2.35,145,   2.87
7173,GRB 981022-,   0.966,  -0.38, -10.16,744,   0.83
1197,4B 911219-,  23.744,  -1.05, -21.83,94,   0.80
8087,GRB 000429, 164.352,  -0.57,  -1.73,223,   0.81
6389,GRB 970919-,,  -1.20,  -2.46,180,   4.77
5633,GRB 961017-,   0.253,   0.14, -27.04,153,   0.42
7563,GRB 990513-,   7.680,   1.19,  -2.07,199,   0.50
6525,GRB 971207-,  48.320,  -0.57,  -5.64,233,   2.26
1480,4B 920314-,,  -0.51,  -1.77,273,   0.82
3139,4B 940827-,   6.080,   0.11,  -3.04,130,   0.37
7475,GRB 990316-,  91.136,  -1.45,  -2.61,153,   2.51
4871,4B 960214,   0.384,  -0.90,  -2.17,224,   0.12
6398,GRB 970926-,   1.989,  -0.28,  -1.47,574,   0.22
1524,4B 920328,  27.392,  -1.07, -20.54,115,   0.84
6004,GRB 970203,  48.448,  -1.42,  -3.11,79.9,   0.97
5429,4B 960417-, 200.192,  -1.08,  -9.77,262,   0.45
4569,4B 960124-,   6.080,  -0.65,  -3.27,213,   1.59
907,4B 911016-, 158.080,  -1.42,  -9.76,156,   1.21
2944,4B 940423,   5.184,  -0.48,  -5.49,253,   0.66
1708,4B 920718-,,   3.82,  -3.31,130,   0.73
1800,4B 920812-,,  -0.91,  -2.50,212,   0.55
2988,4B 940524-,   4.672,  -0.59,  -1.99,187,   1.35
7810,GRB 991018,  58.880,  -0.89,  -2.32,765,   0.67
2507,4B 930831,,  -0.94,  -2.90,504,   3.43
6673,GRB 980401-,  18.304,  -0.44,  -2.59,110,   0.53
7520,GRB 990415,  42.752,  -1.11,  -3.17,195,   1.47
7793,GRB 991007,   1.093,  -0.76,  -3.22,891,   1.11
6347,GRB 970826,   0.448,  -0.77,  -5.74,699,   0.36
6263,GRB 970611,   1.984,  -1.08, -23.28,116,   1.06
1328,4B 920130-,,  -0.92,  -2.39,55.3,   0.65
3921,4B 951125,   0.464,  -0.80,  -6.67,737,   0.39
3340,4B 950102-,   1.016,  -1.19,  -7.63,532,   0.84
2619,4B 931106, 152.064,  -1.91,  -5.00,899,   1.03
3467,4B 950313,,  -0.77,  -3.13,183,   0.85
5725,GRB 961225,  40.640,  -1.23,  -2.15,966,   0.93
3335,4B 941230-,   1.254,  -0.50,  -2.20,88.7,   0.22
3251,4B 941020-,  49.024,  -0.77,  -3.98,148,   0.84
2152,4B 930131-,   4.416,   0.12, -18.03,53.1,   0.95
1676,4B 920627-,  52.800,  -1.21,  -2.59,189,   3.38
5618,GRB 960929-,  22.144,  -1.43,  -8.00,2380,   0.35
451,4B 910627,  15.168,  -1.40,  -2.20,113,   3.35
1704,4B 920717-,   9.664,  -2.17,  -3.74,1330,   0.42
5566,4B 960806-,  39.840,  -1.22,  -2.35,244,   0.72
7744,GRB 990829-,  70.016,  -1.91,  -4.58,1140,   1.16
2881,4B 940314,  70.336,  -0.91, -12.92,620,   0.77
7695,GRB 990803,  19.392,  -0.82, -17.19,932,   4.46
5486,4B 960605-,  86.720,  -1.22,  -2.23,314,   3.20
6323,GRB 970802-,  20.352,  -1.08,  -2.57,79.9,   1.00
2385,4B 930610,  17.856,  -0.13,  -8.33,198,   0.27
3843,4B 951002,  50.528,  -0.56,  -3.16,209,   1.04
5531,4B 960707-,  33.920,  -1.45,  -2.94,126,   1.51
7366,GRB 990202-,   0.099,  -1.18,  -4.34,1040,   0.74
3248,4B 941018-,  84.160,  -0.93,  -6.48,1470,   0.32
6452,GRB 971028,   0.540,  -1.23,  -5.13,234,   0.27
2018,4B 921029-,  16.128,  -2.10,  -2.37,296,   1.94
3005,4B 940530,  26.880,  -1.05,  -2.75,135,   0.59
2952,4B 940428,   0.680,  -0.75,  -2.00,757,   1.35
8027,GRB 000310-,   1.536,  -1.49,  -1.43,320,   1.27
2815,4B 940211-, 131.744,  -0.26,  -3.07,44.5,   0.62
820,4B 910926-,  31.680,  -0.33, -18.63,465,   0.30
2432,4B 930706-,  13.632,  -1.91,  -4.32,1020,   1.31
7213,GRB 981117,  61.120,  -1.50,  -2.20,99.4,   0.65
7328,GRB 990117-,  63.808,  -0.48,  -2.95,76.4,   1.08
2514,4B 930905-,   0.200,  -0.75,  -3.37,259,   3.94
373,4B 910616,   1.536,  -0.91,  -2.55,292,   0.26
5420,4B 960412,  51.552,  -1.09,  -2.72,292,   0.31
2389,4B 930612-,,  -0.75,  -3.08,143,   2.30
6228,GRB 970510-,  30.400,  -1.79,  -6.60,1360,   0.30
6944,GRB 980724-,,   1.06,  -2.13,75.7,   2.29
3369,4B 950119,  49.696,  -1.16, -18.85,73.9,   0.68
2500,4B 930822-,  70.912,  -0.95,  -2.87,111,   0.56
3642,4B 950612,   0.704,  -0.32,  -2.10,269,   0.71
3156,4B 940905, 300.000,  -2.18,  -2.17,96,   0.49
1142,4B 911202-,,  -0.04, -11.92,235,   0.16
1660,4B 920620-,  53.888,  -0.88,  -3.43,98.4,   1.01
8112,GRB 000520,  14.976,  -1.37,  -2.84,206,   0.45
5529,4B 960705,   1.015,  -0.35, -18.63,365,   1.13
133,4B 910501, 182.016,  -1.46, -18.63,412,   0.57
6880,GRB 980627-,  10.688,  -0.90,  -5.66,180,   0.57
1196,4B 911219-, 162.944,  -0.56,  -2.18,150,   0.23
3246,4B 941017-,  54.464,  -1.91,  -7.09,781,   0.92
3788,4B 950909,  65.728,  -0.81,  -2.34,180,   2.34
3800,4B 950916-,  22.016,  -0.36,  -8.76,111,   0.40
2788,4B 940128-,   0.872,  -0.75, -18.63,663,   0.46
3114,4B 940809,   0.896,   0.75,  -3.53,168,   0.28
1192,4B 911217-,  42.240,  -1.02, -21.83,87.4,   0.36
7290,GRB 981231-,   6.287,  -0.36, -15.37,1150,   2.42
5515,4B 960623-,  49.728,  -0.24,  -2.09,110,   0.41
6689,GRB 980416,   0.192,  -1.39,  -5.30,5820,   0.29
2834,4B 940219,   0.680,  -0.26,  -2.77,491,   1.82
3026,4B 940611,  11.008,  -1.55,  -2.44,169,   0.86
2460,4B 930724-,   4.352,  -2.06,  -2.77,232,   0.81
7487,GRB 990321,  14.848,  -1.44, -12.66,109,   1.13
2115,4B 930103-,   0.508,  -1.67,  -7.63,1910,   0.62
222,4B 910523-,  73.088,  -1.32,  -2.89,224,   1.21
2371,4B 930603,  18.112,  -1.43,  -2.40,246,   1.68
5433,4B 960418-,  75.968,  -1.14, -12.73,174,   1.67
3598,4B 950524,   6.080,  -0.85,  -2.76,216,   1.81
2862,4B 940305-,  41.824,  -1.91,  -7.45,1910,   0.42
6395,GRB 970924,  18.048,  -0.79,  -3.91,626,   0.32
7997,GRB 000225,  16.704,  -0.77,  -2.45,258,   0.85
2776,4B 940124,   1.953,  -1.40,  -9.54,1720,   0.25
7495,GRB 990330-,   0.839,  -1.40,  -8.20,1970,   0.37
2614,4B 931101-,   0.296,  -1.34,  -2.98,4250,   1.96
2950,4B 940426,  27.584,  -0.69,  -3.57,107,   0.88
1588,4B 920508,   0.384,   0.03,  -1.55,176,   0.14
1970,4B 921002-,,  -0.62, -26.21,81.8,   2.23
2197,4B 930217,  39.936,  -0.95,  -3.61,151,   0.74
5565,4B 960806-,  12.832,  -2.20,  -2.65,559,   0.62
228,4B 910526-,  12.352,  -2.27,  -3.27,699,   0.76
5475,4B 960527,  72.800,  -1.22,  -2.16,318,   0.49
6682,GRB 980407,   0.110,  -0.60,  -0.72,91.3,   0.11
5465,4B 960518,   3.904,  -0.73, -27.19,87.9,   0.77
3935,4B 951207,  27.232,  -0.98,  -3.89,206,   0.31
1406,4B 920216-,  19.968,  -1.28,  -2.21,147,   0.76
7301,GRB 990104-, 174.464,  -1.27,  -3.05,550,   7.86
7660,GRB 990718, 131.456,  -1.00,  -2.92,417,   0.82
7754,GRB 990906,   0.174,  -1.37,  -3.87,294,   0.49
7369,GRB 990204, 103.680,  -1.00,  -6.10,252,   0.69
686,4B 910816-,  11.136,  -1.49,  -4.64,151,   0.82
6580,GRB 980125-,   2.816,  -1.00,  -2.26,230,   0.61
6351,GRB 970829,  36.096,  -1.17,  -2.47,169,   0.72
4146,4B 951227,  42.592,  -0.28,  -3.24,86.1,   0.77
3171,4B 940917,  57.216,  -1.01, -18.40,833,   0.41
7481,GRB 990318,  18.240,  -1.43,  -3.27,144,   0.79
7170,GRB 981021-,  99.584,  -1.15, -13.63,1590,   3.94
2125,4B 930110-,   0.223,  -0.75,  -3.08,552,   2.16
7706,GRB 990810-,   0.118,  -1.25,  -1.61,2030,   0.29
6601,GRB 980214-, 269.440,  -1.33, -10.44,143,   0.70
6176,GRB 970414-,  14.144,  -0.79,  -3.42,53.5,   0.78
5413,4B 960408,,  -0.36, -24.11,113,   0.99
6753,GRB 980511,   4.544,  -0.83,  -4.86,752,   0.40
7770,GRB 990918,   4.992,  -1.49,  -2.39,115,   1.44
7707,GRB 990810-,  74.176,  -0.58,  -2.43,92.4,   0.52
3939,4B 951209,   1.717,  -1.91,  -4.46,1140,   2.91
6148,GRB 970330-,,  -1.54,  -2.04,238,   0.40
8099,GRB 000508-,  15.488,  -1.56,  -2.81,90.2,   2.99
5472,4B 960524-,  55.136,  -1.55,  -2.78,113,   0.54
3503,4B 950412,  26.400,  -0.44,  -4.91,120,   0.78
130,4B 910430,  61.952,  -1.28,  -2.61,223,   2.05
7295,GRB 990102-,  73.792,  -0.99, -18.63,400,   1.21
7550,GRB 990506-,   8.768,   0.14,  -2.17,83.9,   2.25
8077,GRB 000417,   1.664,  -1.58,  -7.36,1660,   0.28
1667,4B 920624,  27.200,  -1.81,  -7.63,817,   0.30
2890,4B 940321,  51.584,  -1.02,  -2.23,887,   0.96
3173,4B 940918,   0.208,  -1.18,  -8.97,834,   1.62
1289,4B 920110-,   0.681,  -0.81,  -2.72,200,   0.88
3512,4B 950418,  29.824,  -0.82,  -2.50,223,   1.38
6892,GRB 980703-, 108.352,  -0.44,  -1.91,130,   0.96
6927,GRB 980716,,  -0.89,  -2.21,96.4,   0.56
568,4B 910722,   0.119,  -0.59,  -2.03,249,   0.34
6322,GRB 970802-,   4.864,  -1.01,  -2.95,78.7,   2.48
8111,GRB 000519,  14.592,  -1.57, -19.36,243,   1.88
6523,GRB 971207-,  36.288,  -0.59,  -3.62,89.5,   0.79
2447,4B 930715,  64.288,  -0.30,  -2.89,73.5,   0.43
6443,GRB 971021,   6.592,  -0.26,  -1.92,255,   0.28
3128,4B 940817,  32.192,  -0.72,  -2.82,360,   3.11
5459,4B 960513,   0.336,  -1.39, -18.63,438,   0.29
7457,GRB 990308-, 106.048,  -0.77,  -2.41,234,   0.72
2680,4B 931206-,   5.376,  -1.93,  -1.71,98.1,  32.22
7273,GRB 981221-,,  -1.28,  -3.15,7410,   0.57
7784,GRB 991002,   1.918,  -1.12,  -9.87,176,   1.22
8097,GRB 000508-,   1.002,  -0.86,  -1.61,2020,   0.32
6520,GRB 971206-,  69.504,  -2.03,  -2.11,668,   0.49
3160,4B 940909,   3.072,  -0.64,  -2.46,385,   0.34
2350,4B 930523,,   0.02,  -5.53,204,   1.01
7305,GRB 990105,   3.099,  -1.28,  -6.98,2430,   0.91
1422,4B 920220,,  -2.09,  -2.43,918,   1.14
8045,GRB 000320,  44.160,  -1.48,  -6.58,128,   0.66
3100,4B 940728-,  45.248,  -1.13,  -4.26,48.3,   1.72
2831,4B 940217-, 150.144,  -1.18,  -2.65,697,   5.88
7514,GRB 990408,   6.336,  -1.91,  -7.54,1530,   0.38
2917,4B 940409,  11.872,  -0.54,  -2.85,93.8,   0.30
6542,GRB 971221,   1.024,  -1.13,  -7.63,587,   0.40
3094,4B 940724,   0.432,   0.26, -18.63,702,   0.48
7608,GRB 990616, 151.360,  -0.72,  -3.91,127,   0.37
7988,GRB 000213,   0.413,  -0.48,  -1.75,508,   0.72
7971,GRB 000126-,,  -1.10,  -3.27,267,   1.90
7110,GRB 980922-,  78.208,  -1.20, -18.63,382,   0.34
3668,4B 950716,   0.176,  -1.17,  -1.19,727,   0.79
6205,GRB 970424-,   2.176,   0.64,  -1.80,219,   0.24
7376,GRB 990207,   9.216,  -0.54, -23.28,169,   0.35
6702,GRB 980424,  44.736,  -0.91,  -1.80,371,   0.49
7009,GRB 980820,   0.192,  -0.44,  -5.94,1450,   1.04
3378,4B 950129-,   9.728,  -1.15, -17.73,1300,   0.36
2213,4B 930302,  61.888,  -1.52,  -2.62,182,   1.85
1637,4B 920608,   4.736,  -0.32,  -1.86,333,   0.18
3751,4B 950810,   0.535,  -0.01,  -7.63,404,   0.55
2077,4B 921205,  62.528,  -1.26, -16.63,85,   0.48
6590,GRB 980207-, 114.112,  -1.21,  -2.34,197,   0.74
1741,4B 920804-,   0.578,  -0.15,  -3.60,385,   0.26
1636,4B 920607,   2.048,   0.16,  -2.90,139,   0.47
3036,4B 940621-,   4.544,  -0.72,  -6.10,257,   0.44
2502,4B 930824,   0.512,   0.41,  -1.68,338,   0.40
3644,4B 950620,   0.776,  -1.13,  -2.38,206,   2.97
4350,4B 960113,  52.000,  -2.00,  -3.44,825,   1.54
7790,GRB 991005-, 144.640,  -1.34,  -2.63,45.8,   0.74
6283,GRB 970628-,  15.616,  -2.26,  -3.73,104,   1.73
2850,4B 940226-,   2.240,  -0.61, -31.21,69.3,   1.01
2423,4B 930701-,  11.520,  -1.44,  -8.11,107,   0.68
5493,4B 960612,  70.944,  -1.83,  -2.25,70,   0.60
6204,GRB 970423,   3.136,  -1.78,  -1.70,480,   0.24
647,4B 910807,  59.584,  -0.66,  -3.61,182,   1.84
7710,GRB 990814-,   1.016,  -0.37, -18.63,468,   0.46
3879,4B 951020,  30.880,  -1.40, -15.84,108,   1.29
8063,GRB 000402, 106.624,  -0.96,  -2.65,310,   0.73
7486,GRB 990320-,  22.016,  -1.07,  -2.82,167,   0.86
7711,GRB 990816,  20.928,  -1.34,  -2.61,202,   1.83
8022,GRB 000307,  22.528,  -0.86,  -2.37,99.2,   1.89
1121,4B 911126,,  -1.40,  -2.26,274,   2.45
2984,4B 940520,  32.832,  -1.03,  -1.82,500,   1.61
3782,4B 950908-,   0.160,  -0.70,  -1.69,115,   0.16
3217,4B 941005-,  44.832,  -1.40,  -8.56,195,   0.58
1396,4B 920214,  20.992,  -1.25,  -2.58,133,   0.86
2736,4B 940103,   5.065,  -0.92,  -2.12,90.1,   2.00
6295,GRB 970707-, 180.480,  -1.00,  -2.28,93.6,   0.62
6166,GRB 970408-,   0.192,  -0.49,  -7.63,511,   0.31
3241,4B 941014-,  45.440,  -1.56,  -8.48,193,   3.15
2408,4B 930622-,,  -1.67,  -8.73,20.8,   0.63
3722,4B 950801,   0.384,  -1.43, -14.90,626,   0.73
5512,4B 960623-,  90.336,  -1.00,  -2.03,209,   0.93
444,4B 910626,   0.256,  -1.28,  -2.80,249,   5.01
5434,4B 960418-,  35.040,  -1.66,  -2.28,226,   0.91
2253,4B 930317,  19.648,  -1.27,  -5.80,136,   0.96
717,4B 910823,  37.184,  -1.67, -18.63,137,   0.35
7924,GRB 991229-,  64.704,  -1.18,  -1.38,606,   0.25
1120,4B 911125,   9.088,  -1.38,  -2.03,199,   0.28
7087,GRB 980913,  54.592,  -0.77,  -2.58,230,   0.78
3146,4B 940831,   1.963,  -1.21,  -2.29,179,   0.48
2357,4B 930528,   0.424,  -0.34,  -3.17,199,   0.74
6154,GRB 970403-,  49.344,   0.13,  -2.48,112,   0.60
2599,4B 931022,   0.176,  -0.50, -14.90,765,   0.23
2891,4B 940323,  60.736,  -1.05, -15.90,1120,   1.57
467,4B 910629-,  37.696,  -1.06,  -2.11,384,   0.85
3080,4B 940715-,  48.608,  -1.79,  -7.07,1430,   0.24
6265,GRB 970612-,   0.199,  -1.38,  -1.72,1870,   0.77
5638,GRB 961020,   0.824,   0.97, -18.15,132,   0.23
6686,GRB 980413,  65.472,  -1.13,  -2.71,455,   0.31
7802,GRB 991013, 124.736,  -1.26,  -3.69,1180,   0.20
6953,GRB 980728,,  -2.35,  -3.16,483,   1.45
6189,GRB 970417-,   8.192,  -0.41,  -2.69,467,   0.94
7595,GRB 990603-,   0.787,   0.51, -21.04,175,   0.30
3164,4B 940910-,   7.488,  -1.23,  -1.88,832,   0.34
7647,GRB 990712-,,  -1.46,  -1.49,260,   0.89
3853,4B 951007,  91.264,  -1.49,  -5.00,2240,   0.58
7374,GRB 990206-,  12.160,  -0.34,  -5.36,189,   1.58
7912,GRB 991219,   1.856,   0.05,  -2.88,263,   0.84
6145,GRB 970329-,   0.460,  -0.16,  -9.54,428,   0.60
2187,4B 930212,  22.528,  -1.32,  -2.62,153,   0.40
2896,4B 940329-,   0.456,  -1.25,  -2.53,91.4,   1.92
7805,GRB 991015,   2.688,  -1.91,  -3.67,1280,   1.00
2780,4B 940126-,  53.632,   0.28, -14.90,319,   0.62
3134,4B 940823-,  13.472,  -2.00,  -2.16,218,   0.85
6693,GRB 980419,   0.283,   0.11,  -9.54,267,   0.34
2608,4B 931030-,  29.472,  -1.15,  -2.64,67.1,   0.33
7289,GRB 981230,   0.878,   0.44,  -1.62,309,   0.15
2586,4B 931014-,  12.864,  -0.58,  -3.16,240,   2.59
3654,4B 950629,  11.872,  -0.81,  -4.00,231,   2.28
3473,4B 950317-,   0.128,  -0.31,  -1.95,233,   0.95
2129,4B 930113-,  12.416,  -1.91,  -6.93,1120,   0.63
5534,4B 960708-,,  -1.67,  -2.90,62.3,   3.71
3245,4B 941017-,  77.056,  -0.67,  -2.26,253,   3.54
6683,GRB 980409,   9.280,  -1.10,  -3.36,160,   2.15
2709,4B 931225-,  18.496,  -0.87,  -3.07,243,   1.31
3028,4B 940614,   4.285,  -0.99,  -3.96,51,   1.00
1664,4B 920622-,   3.520,   0.20,  -4.68,117,   3.28
1661,4B 920620-,  36.672,  -1.91,  -7.63,1910,   0.47
2958,4B 940503,  36.896,  -1.48,  -2.44,116,   1.95
6867,GRB 980624-,   0.768,   0.46,  -9.69,98,   0.39
7792,GRB 991006-,,  -2.07,  -1.89,316,   1.19
8035,GRB 000313-,   0.768,  -0.29,  -3.72,670,   0.35
2114,4B 930102,   7.168,  -0.05,  -3.32,348,   0.27
5546,4B 960722-,   3.776,  -0.80,  -3.47,1580,   0.54
1291,4B 920110-,  15.296,  -0.66,  -9.13,496,   0.72
1211,4B 911224-,   0.763,  -0.98,  -1.77,352,   0.30
2513,4B 930903-,   1.408,  -1.91,  -7.63,1110,   1.15
1446,4B 920227-,  33.536,  -1.62, -14.76,505,   0.45
6117,GRB 970308,   0.711,  -0.88,  -2.77,703,   0.74
7429,GRB 990226-,  17.856,   0.21,  -4.11,225,   2.09
6165,GRB 970408-,  68.032,  -1.91,  -7.56,763,   0.61
3491,4B 950403-,  13.952,  -1.55,  -2.94,220,   8.86
6569,GRB 980112-,   0.936,  -1.61,  -2.68,134,   0.27
5508,4B 960621-, 488.704,  -0.05,  -3.30,83.2,   0.76
7662,GRB 990719,  23.232,  -1.91,  -4.10,1030,   0.38
1039,4B 911111-,  42.688,  -0.55,  -3.19,78.5,   0.89
7906,GRB 991216,  15.168,  -1.20,  -2.22,382,  15.42
3074,4B 940713,  43.200,  -0.20, -24.38,141,   0.30
